EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,etaxonomy_key,Etaxonom_H_&_M.irn,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,Etaxonom_H_&_M.SecRecordStatus,SecDepartment_tab,ecollectionevents_key,EMu Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec,SecDepartment,Ecollect - VZ.SecRecordStatus
562267,M,207135,,,,,135,6807,Carnivora,Phocidae,Phoca,fasciata,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
562269,M,207136,,,,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
562271,M,207137,,,,,118,6808,Carnivora,Phocidae,Phoca,groenlandica,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
564020,M,207763,,C. E. Ray,1963-05-09,,139,9126,Carnivora,Odobenidae,Odobenus,rosmarus,divergens,Active,Mammalogy,38261,23097,,,,,,,,,,,,,,,,,,North America,,USA,Nome Census Area,,Saint Lawrence Island,,Yes,,"Saint Lawrence Island, Near Chukchi Peninsula",Alaska,Bering Sea,,,,,,,,Mammalogy,Active
565557,M,208332,,,,,76,4518,Carnivora,Otariidae,Callorhinus,ursinus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
565559,M,208333,,,,,86,9124,Carnivora,Phocidae,Phoca,sp.,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
565561,M,208334,,,,,122,6809,Carnivora,Phocidae,Phoca,hispida,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
565563,M,208335,,,,,85,5489,Carnivora,Phocidae,Halichoerus,grypus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
565565,M,208336,,,,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
565567,M,208337,,,,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
566382,M,208661,,,1894-08-01,,111,6834,Cetacea,Physeteridae,Physeter,catodon,,Active,Mammalogy,127230,2896,,,,,,,,,,,,,,,,,,North America,,Iceland,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
567506,M,209095,,,1933-01-01,,190,11912,Cetacea,Delphinidae,Orcinus,orca,rectipinna,Active,Mammalogy,63131,23402,,,,,,,,,,,,,,,,,,North America,,USA,Kenai Peninsula Borough,,,,Yes,,"Cook Inlet, Turnagain Arm",Alaska,,,,,,,,,Mammalogy,Active
567519,M,209101,,S. Anderson,1964-09-05,,96,18535,Cetacea,Platanistidae,Inia,geoffrensis,boliviensis,Active,Mammalogy,52394,23406,,,,,,,,,,,,,,,,,,South America,,Bolivia,Mamore,,,,Yes,,"opposite Costa Marques, Brazil, Itenez River",Beni,,,,,,,,,Mammalogy,Active
567522,M,209102,,S. Anderson,1964-09-05,,96,18535,Cetacea,Platanistidae,Inia,geoffrensis,boliviensis,Active,Mammalogy,52394,23406,,,,,,,,,,,,,,,,,,South America,,Bolivia,Mamore,,,,Yes,,"opposite Costa Marques, Brazil, Itenez River",Beni,,,,,,,,,Mammalogy,Active
567525,M,209103,,S. Anderson,1964-09-10,,96,18535,Cetacea,Platanistidae,Inia,geoffrensis,boliviensis,Active,Mammalogy,57100,23407,,,,,,,,,,,,,,,,,,South America,,Bolivia,Mamore,,,,Yes,,"ca. 4 kilometers above Costa Marques, Brazil, Itenez River",Beni,,,,,,,,,Mammalogy,Active
567528,M,209104,,S. Anderson,1964-09-20,,96,18535,Cetacea,Platanistidae,Inia,geoffrensis,boliviensis,Active,Mammalogy,125516,23408,,,,,,,,,,,,,,,,,,South America,,Bolivia,Mamore,,,,Yes,,"ca. 2 kilometers above Costa Marques, Brazil, Itenez River",Beni,,,,,,,,,Mammalogy,Active
567531,M,209105,,S. Anderson,1964-09-29,,96,18535,Cetacea,Platanistidae,Inia,geoffrensis,boliviensis,Active,Mammalogy,80189,23409,,,,,,,,,,,,,,,,,,South America,,Bolivia,Mamore,,,,Yes,,Baures River mouth,Beni,,,,,,,,,Mammalogy,Active
567534,M,209106,,S. Anderson,1964-10-07,,96,18535,Cetacea,Platanistidae,Inia,geoffrensis,boliviensis,Active,Mammalogy,80189,23409,,,,,,,,,,,,,,,,,,South America,,Bolivia,Mamore,,,,Yes,,Baures River mouth,Beni,,,,,,,,,Mammalogy,Active
577090,M,212157,,C. E. Ray,1965-07-19,,73,5067,Cetacea,Monodontidae,Delphinapterus,leucas,,Active,Mammalogy,133733,23957,,,,,,,,,,,,,,,,,,North America,,Canada,Charlevoix Regional County,,,,Yes,,"Gulf of Saint Lawrence, Ile Aux Coudres",Quebec,,,,,,,,,Mammalogy,Active
577092,M,212158,,C. E. Ray,1965-05-25,,73,5067,Cetacea,Monodontidae,Delphinapterus,leucas,,Active,Mammalogy,133733,23957,,,,,,,,,,,,,,,,,,North America,,Canada,Charlevoix Regional County,,,,Yes,,"Gulf of Saint Lawrence, Ile Aux Coudres",Quebec,,,,,,,,,Mammalogy,Active
577094,M,212159,,C. E. Ray,1965-07-22,,73,5067,Cetacea,Monodontidae,Delphinapterus,leucas,,Active,Mammalogy,133733,23957,,,,,,,,,,,,,,,,,,North America,,Canada,Charlevoix Regional County,,,,Yes,,"Gulf of Saint Lawrence, Ile Aux Coudres",Quebec,,,,,,,,,Mammalogy,Active
577104,M,212164,,C. E. Ray,1965-02-15,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,59232,23958,,,,,,,,,,,,,,,,,,North America,,USA,Nassau Co.,,,,Yes,,Jones Beach near main tower,New York,,,,,,,,,Mammalogy,Active
577106,M,212165,,C. E. Ray,1965-07-19,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,60220,23959,,,,,,,,,,,,,,,,,,North America,,USA,Cumberland Co.,,,,Yes,,Pine Point,Maine,,,,,,,,,Mammalogy,Active
577110,M,212167,,C. E. Ray,1964-11-15,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,92007,23960,,,,,,,,,,,,,,,,,McMurdo Sound,Antarctica,,Antarctica,,,,,Yes,South Pacific,2 mi N Castle Rock,,Ross Sea,,,,,,,,Mammalogy,Active
577112,M,212168,,C. E. Ray,1964-11-20,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,87209,23961,,,,,,,,,,,,,,,,,McMurdo Sound,Antarctica,,Antarctica,,,,,Yes,South Pacific,3 mi N Castle Rock,McMurdo Sound,Ross Sea,,,,,,,,Mammalogy,Active
577114,M,212169,,C. E. Ray,1964-11-23,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,104446,23962,,,,,,,,,,,,,,,,,McMurdo Sound,Antarctica,,Antarctica,,,,,Yes,South Pacific,3 mi S Turtle Rock,McMurdo Sound,Ross Sea,,,,,,,,Mammalogy,Active
577116,M,212170,,C. E. Ray,1964-11-23,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,80698,23963,,,,,,,,,,,,,,,,,McMurdo Sound,Antarctica,,Antarctica,,,,,Yes,South Pacific,Castle Rock,,Ross Sea,,,,,,,,Mammalogy,Active
577118,M,212171,,C. E. Ray,1964-11-26,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,73554,23964,,,,,,,,,,,,,,,,,McMurdo Sound,Antarctica,,Antarctica,,,,,Yes,South Pacific,1 mi W Hut Point,,Ross Sea,,,,,,,,Mammalogy,Active
577120,M,212172,,C. E. Ray,1964-11-30,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,8379,23965,,,,,,,,,,,,,,,,,McMurdo Sound,Antarctica,,Antarctica,,,,,Yes,South Pacific,Hutton Cliffs,,Ross Sea,,,,,,,,Mammalogy,Active
577122,M,212173,,C. E. Ray,1964-12-03,,148,5745,Carnivora,Phocidae,Leptonychotes,weddellii,,Active,Mammalogy,80698,23963,,,,,,,,,,,,,,,,,McMurdo Sound,Antarctica,,Antarctica,,,,,Yes,South Pacific,Castle Rock,,Ross Sea,,,,,,,,Mammalogy,Active
577124,M,212174,,C. E. Ray,1965-04-07,,92,5018,Carnivora,Phocidae,Cystophora,cristata,,Active,Mammalogy,139421,23966,,,,,,,,,,,,,,,,,,North America,,Canada,Les Iles-de-la-Madeleine,Magdalen Islands,,,Yes,North Atlantic,"Gulf of Saint Lawrence, 10 miles south of Madeleine Islands",Quebec,,,,,,,,,Mammalogy,Active
578781,M,212876,,Vogel,1960-11-28,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,109315,24097,,,,,,,,,,,,,,,,,,North America,,USA,North Slope Borough,,,,Yes,,"Barrow, 1 mile off coast",Alaska,,,,,,,,,Mammalogy,Active
579093,M,212989,,N.Y.Z.S.,,,249,18591,Cetacea,Delphinidae,,,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
579533,M,213136,,,1966-12-14,,124,10488,Carnivora,Odobenidae,Odobenus,rosmarus,rosmarus,Active,Mammalogy,53251,24148,,,,,,,,,,,,,,,,,,North America,,Greenland,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
582153,M,213948,,N.Y.Z.S.,1967-08-18,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,96862,7,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
584260,M,214779,,W. Old,1971-03-12,,176,18632,Carnivora,Otariidae,Zalophus,californianus,wollbaeckii,Active,Mammalogy,28269,24437,,,,,,,,,,,,,,,,,,South America,,Ecuador,Santiago Island,Galapagos Islands,Santiago Island,,Yes,Pacific,Bartolo,Galapagos,,,,,,,,,Mammalogy,Active
584262,M,214780,,W. Old,1971-03-12,,176,18632,Carnivora,Otariidae,Zalophus,californianus,wollbaeckii,Active,Mammalogy,28269,24437,,,,,,,,,,,,,,,,,,South America,,Ecuador,Santiago Island,Galapagos Islands,Santiago Island,,Yes,Pacific,Bartolo,Galapagos,,,,,,,,,Mammalogy,Active
584264,M,214781,,W. Old,1971-03-17,,176,18632,Carnivora,Otariidae,Zalophus,californianus,wollbaeckii,Active,Mammalogy,107428,24438,,,,,,,,,,,,,,,,,,South America,,Ecuador,Floreana Island,Galapagos Islands,Floreana Island,,Yes,Pacific,Loboria,Galapagos,,,,,,,,,Mammalogy,Active
584266,M,214782,,W. Old,1971-03-24,,176,18632,Carnivora,Otariidae,Zalophus,californianus,wollbaeckii,Active,Mammalogy,119911,24439,,,,,,,,,,,,,,,,,,South America,,Ecuador,Rabida Island,Galapagos Islands,Rabida Island,,Yes,Pacific,,Galapagos,,,,,,,,,Mammalogy,Active
584301,M,214800,,P. Goldberg,,,166,7016,Cetacea,Delphinidae,Pseudorca,crassidens,,Active,Mammalogy,59141,24444,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,"Cape Cod, Provincetown",Massachusetts,,,,,,,,,Mammalogy,Active
584601,M,214946,,N.Y.Z.S.,,,162,6500,Cetacea,Delphinidae,Orcinus,orca,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
584603,M,214947,,N.Y.Z.S.,,,163,15427,Carnivora,Odobenidae,Odobenus,sp.,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
585576,M,215268,,E. Mitchell,,,183,5613,Cetacea,Ziphiidae,Hyperoodon,ampullatus,,Active,Mammalogy,65172,24531,,,,,,,,,,,,,,,,,,North America,,Canada,Lunenburg County,,,,Yes,,"Blandford, South of Halifax",Nova Scotia,,,,,,,,,Mammalogy,Active
585579,M,215269,,E. Mitchell,,,183,5613,Cetacea,Ziphiidae,Hyperoodon,ampullatus,,Active,Mammalogy,65172,24531,,,,,,,,,,,,,,,,,,North America,,Canada,Lunenburg County,,,,Yes,,"Blandford, South of Halifax",Nova Scotia,,,,,,,,,Mammalogy,Active
585582,M,215270,,E. Mitchell,,,162,6500,Cetacea,Delphinidae,Orcinus,orca,,Active,Mammalogy,65172,24531,,,,,,,,,,,,,,,,,,North America,,Canada,Lunenburg County,,,,Yes,,"Blandford, South of Halifax",Nova Scotia,,,,,,,,,Mammalogy,Active
585585,M,215271,,E. Mitchell,,,102,5005426,Cetacea,Delphinidae,Globicephala,melas,,Active,Mammalogy,65172,24531,,,,,,,,,,,,,,,,,,North America,,Canada,Lunenburg County,,,,Yes,,"Blandford, South of Halifax",Nova Scotia,,,,,,,,,Mammalogy,Active
585594,M,215274,,R. Perkins,,,134,11364,Carnivora,Mustelidae,Enhydra,lutris,lutris,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
585598,M,215275,,R. Perkins,,,134,11364,Carnivora,Mustelidae,Enhydra,lutris,lutris,Active,Mammalogy,60062,56,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,Alaska,,,,,,,,,Mammalogy,Active
585619,M,215283,,M. Raynolds,1969-11-17,,72,10681,Carnivora,Ursidae,Ursus,maritimus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
589783,M,217080,,N.Y.Z.S.,1969-10-06,,67,6181,Cetacea,Monodontidae,Monodon,monoceros,,Active,Mammalogy,123368,24678,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Grise Fiord",Nunavut Territory,,,,,,,,,Mammalogy,Active
589787,M,217081,,N.Y.Z.S.,,,84,14051,Carnivora,Phocidae,Halichoerus,sp.,,Active,Mammalogy,123368,24678,,,,,,,,,,,,,,,,,,North America,,Canada,Baffin Region,,,,Yes,,"Ellesmere Island, Grise Fiord",Nunavut Territory,,,,,,,,,Mammalogy,Active
591232,M,217685,,N.Y.Z.S.,,,69,7744,Cetacea,Delphinidae,Tursiops,truncatus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
591235,M,217686,,N.Y.Z.S.,,,69,7744,Cetacea,Delphinidae,Tursiops,truncatus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
591238,M,217687,,N.Y.Z.S.,,,81,5068,Cetacea,Delphinidae,Delphinus,delphis,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
591241,M,217688,,N.Y.Z.S.,,,170,5005456,Cetacea,Phocoenidae,Phocoena,phocoena,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
591244,M,217689,,N.Y.Z.S.,,,85,5489,Carnivora,Phocidae,Halichoerus,grypus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
591247,M,217690,,N.Y.Z.S.,,,85,5489,Carnivora,Phocidae,Halichoerus,grypus,,Active,Mammalogy,310051,6550,,,,,,,,,,,,,,,,,,ZOO,,ZOO.,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
630121,M,232379,,New England Aquarium,1979-05-22,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,13365,26067,,,,,,,,,,,,,,,,,,North America,,USA,Knox Co.,,,,Yes,,Rockland,Maine,,,,,,,,,Mammalogy,Active
630124,M,232380,,New England Aquarium,1979-06-11,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,100417,26068,,,,,,,,,,,,,,,,,,North America,,USA,York Co.,,,,Yes,,Kittery,Maine,,,,,,,,,Mammalogy,Active
630127,M,232381,,New England Aquarium,1979-02-09,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,43781,26069,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Barnstable,Massachusetts,,,,,,,,,Mammalogy,Active
630130,M,232382,,New England Aquarium,1980-01-17,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,43781,26069,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Barnstable,Massachusetts,,,,,,,,,Mammalogy,Active
630133,M,232383,,New England Aquarium,1979-12-28,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,124316,26070,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Brewster,Massachusetts,,,,,,,,,Mammalogy,Active
630136,M,232384,,New England Aquarium,1980-02-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,124316,26070,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Brewster,Massachusetts,,,,,,,,,Mammalogy,Active
630139,M,232385,,New England Aquarium,1980-01-04,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,124316,26070,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Brewster,Massachusetts,,,,,,,,,Mammalogy,Active
630142,M,232386,,New England Aquarium,,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,124735,26071,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,Nr,,,,,,,,,,Mammalogy,Active
630145,M,232387,,New England Aquarium,1980-01-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,36189,26072,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Cape Cod,Massachusetts,,,,,,,,,Mammalogy,Active
630148,M,232388,,New England Aquarium,1980-02-18,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,36189,26072,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Cape Cod,Massachusetts,,,,,,,,,Mammalogy,Active
630151,M,232389,,New England Aquarium,1980-03-20,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,36189,26072,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Cape Cod,Massachusetts,,,,,,,,,Mammalogy,Active
630154,M,232390,,New England Aquarium,1980-02-24,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,100767,26073,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,East Dennis,Massachusetts,,,,,,,,,Mammalogy,Active
630157,M,232391,,New England Aquarium,,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,90727,125,,,,,,,,,,,,,,,,,,North America,,USA,,,,,Yes,,,,,,,,,,,,Mammalogy,Active
630160,M,232392,,New England Aquarium,1979-12-29,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,25104,26074,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Orleans,Massachusetts,,,,,,,,,Mammalogy,Active
630163,M,232393,,New England Aquarium,1980-02-04,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,1231,3598,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Provincetown,Massachusetts,,,,,,,,,Mammalogy,Active
630166,M,232394,,New England Aquarium,1980-02-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,1231,3598,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Provincetown,Massachusetts,,,,,,,,,Mammalogy,Active
630169,M,232395,,New England Aquarium,1980-03-01,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,1231,3598,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Provincetown,Massachusetts,,,,,,,,,Mammalogy,Active
630172,M,232396,,New England Aquarium,1980-03-05,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,1231,3598,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Provincetown,Massachusetts,,,,,,,,,Mammalogy,Active
630175,M,232397,,New England Aquarium,1980-03-14,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,1231,3598,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Provincetown,Massachusetts,,,,,,,,,Mammalogy,Active
630178,M,232398,,New England Aquarium,1980-03-05,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,1231,3598,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Provincetown,Massachusetts,,,,,,,,,Mammalogy,Active
630181,M,232399,,New England Aquarium,1980-02-10,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,75103,26075,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Sandwich,Massachusetts,,,,,,,,,Mammalogy,Active
630184,M,232400,,New England Aquarium,1980-03-17,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,29209,26076,,,,,,,,,,,,,,,,,,North America,,USA,Barnstable Co.,,,,Yes,,Truro,Massachusetts,,,,,,,,,Mammalogy,Active
630187,M,232401,,New England Aquarium,1980-03-22,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,48665,26077,,,,,,,,,,,,,,,,,,North America,,USA,Essex Co.,,,,Yes,,Nahant,Massachusetts,,,,,,,,,Mammalogy,Active
630190,M,232402,,New England Aquarium,1980-03-22,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,131494,26078,,,,,,,,,,,,,,,,,,North America,,USA,Norfolk Co.,,,,Yes,,Cohasset,Massachusetts,,,,,,,,,Mammalogy,Active
630193,M,232403,,New England Aquarium,1980-02-12,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,40045,26079,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Hull,Massachusetts,,,,,,,,,Mammalogy,Active
630196,M,232404,,New England Aquarium,1980-02-22,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,137066,26080,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Humarock,Massachusetts,,,,,,,,,Mammalogy,Active
630199,M,232405,,New England Aquarium,1980-02-22,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,137066,26080,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Humarock,Massachusetts,,,,,,,,,Mammalogy,Active
630202,M,232406,,New England Aquarium,1980-02-26,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,71055,26081,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Marshfield,Massachusetts,,,,,,,,,Mammalogy,Active
630205,M,232407,,New England Aquarium,1980-03-14,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,71055,26081,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Marshfield,Massachusetts,,,,,,,,,Mammalogy,Active
630208,M,232408,,New England Aquarium,1980-03-16,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,71055,26081,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Marshfield,Massachusetts,,,,,,,,,Mammalogy,Active
630211,M,232409,,New England Aquarium,1980-03-23,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,64625,26082,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Nantasket Beach,Massachusetts,,,,,,,,,Mammalogy,Active
630214,M,232410,,New England Aquarium,1980-02-21,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,42612,26083,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Scituate,Massachusetts,,,,,,,,,Mammalogy,Active
630217,M,232411,,New England Aquarium,1980-02-24,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,42612,26083,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Scituate,Massachusetts,,,,,,,,,Mammalogy,Active
630220,M,232412,,New England Aquarium,1980-02-23,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,42612,26083,,,,,,,,,,,,,,,,,,North America,,USA,Plymouth Co.,,,,Yes,,Scituate,Massachusetts,,,,,,,,,Mammalogy,Active
630223,M,232413,,New England Aquarium,1980-02-24,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,84220,26084,,,,,,,,,,,,,,,,,,North America,,USA,Dukes Co.,,,,Yes,,Penikese Island,Massachusetts,,,,,,,,,Mammalogy,Active
630226,M,232414,,New England Aquarium,1980-03-22,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,61130,26085,,,,,,,,,,,,,,,,,,North America,,USA,Rockingham Co.,,,,Yes,,Hampton,New Hampshire,,,,,,,,,Mammalogy,Active
630229,M,232415,,New England Aquarium,1980-03-21,,88,9125,Carnivora,Phocidae,Phoca,vitulina,concolor,Active,Mammalogy,61130,26085,,,,,,,,,,,,,,,,,,North America,,USA,Rockingham Co.,,,,Yes,,Hampton,New Hampshire,,,,,,,,,Mammalogy,Active
