EMu Catalog IRN,CatPrefix,CatNumber,CatSuffix,BioParticipantString,BioDateVisitedFrom,BioDateVisitedTo,ClaOrder,ClaFamily,ClaGenus,ClaSpecies,ClaSubspecies,EMU Localities IRN,AquBottomDepthFromMet,AquBottomDepthToMet,AquDepthFromMet,AquDepthToMet,AquDistanceFromShoreMet,AquDistanceFromShoreToMet,DraDrainage,DraDrainageSeaGulf,DraPrimaryTributary,DraQuaternaryTributary,DraRiverBasin,DraSecondaryTributary,DraTertiaryTributary,LatDeriveCentroid_tab,LatPreferred_tab,LocArchipelago,LocBaySound,LocContinent,LocContinentalShelfRegion,LocCountry,LocDistrictCountyShire,LocIslandGrouping,LocIslandName,LocNearestNamedPlace,LocNoFurtherLocalityData,LocOcean,LocPreciseLocation,LocProvinceStateTerritory,LocSeaGulf,LocSiteName_tab,LocTownship,TerElevationFromMet,TerElevationToMet,TerVerbatimElevation,LatPreferredCentroidLatDec,LatPreferredCentroidLongDec
3592094,R,19319,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592096,R,19318,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592098,R,19317,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592100,R,19316,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592104,R,19315,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592106,R,19314,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3592108,R,19313,,P. Ruthling,1920-02-10,1920-02-10,Squamata,Hydrophiidae,Pelamis,platurus,,3058604,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,S of Vallarta off coasts of Colima and Jalisco,Colima/Jalisco,,,,,,,,
3606595,R,3895,,L. Diguet,1899,1901,Squamata,Hydrophiidae,Pelamis,platurus,,3060907,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,Gulf of California,,,,,,,,,
5270756,R,172454,,J. Pritchard,1971-12-27,1971-12-27,Squamata,Hydrophiidae,Pelamis,platurus,,5024295,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,2 mi N of Santiago on Pacific Coast,Colima,,,,,,,,
5270758,R,172455,,J. Pritchard,1972-01-03,1972-01-03,Squamata,Hydrophiidae,Pelamis,platurus,,5024300,,,,,,,,,,,,,,,,,,North America,,Mexico,,,,,,,N shore of Santiago Bay,Colima,,,,,,,,
3644728,R,146971,,W. Beebe,1938-01-28,1938-01-28,Squamata,Hydrophiidae,Pelamis,platurus,,3065907,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Culebra Bay,,,,,,,,,
3406244,R,98459,,,1938-02-02,1938-02-02,Squamata,Hydrophiidae,Pelamis,platurus,,3036643,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Bahia Piedra de Blanca,Guanacaste,,,,,,,,
3406222,R,98448,,,1938-01-,1938-01-,Squamata,Hydrophiidae,Pelamis,platurus,,3036641,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,"Puerto Parker, Golfo Elena",Guanacaste,,,,,,,,
3406224,R,98449,,,1938-01-,1938-01-,Squamata,Hydrophiidae,Pelamis,platurus,,3036641,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,"Puerto Parker, Golfo Elena",Guanacaste,,,,,,,,
3406226,R,98450,,,1938-01-,1938-01-,Squamata,Hydrophiidae,Pelamis,platurus,,3036641,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,"Puerto Parker, Golfo Elena",Guanacaste,,,,,,,,
3406228,R,98451,,,1938-01-,1938-01-,Squamata,Hydrophiidae,Pelamis,platurus,,3036641,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,"Puerto Parker, Golfo Elena",Guanacaste,,,,,,,,
3344293,R,131480,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027344,,,,,,,,,,,,,,,,,,North America,,'Costa Rica',,,,,,,,,,,,,,,,
3606599,R,3897,,,,,Squamata,Hydrophiidae,Pelamis,platurus,,3060908,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,,,,,,,,,,
3586549,R,17260,,,,,Squamata,Hydrophiidae,Pelamis,platurus,,3057736,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Punta Arenas,,,,,,,,,
3344295,R,131481,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344297,R,131482,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344299,R,131483,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344301,R,131484,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344303,R,131485,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344305,R,131486,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344307,R,131487,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344309,R,131488,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3344311,R,131489,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027345,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Golfo Dulce,,,,,,,,,
3406230,R,98452,,,1938-01-29,1938-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3036642,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Puerto Culebra,Guanacaste,,,,,,,,
3406232,R,98453,,,1938-01-29,1938-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3036642,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Puerto Culebra,Guanacaste,,,,,,,,
3406234,R,98454,,,1938-01-29,1938-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3036642,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Puerto Culebra,Guanacaste,,,,,,,,
3406242,R,98458,,,1938-01-29,1938-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3036642,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Puerto Culebra,Guanacaste,,,,,,,,
3406238,R,98456,,,1938-01-29,1938-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3036642,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Puerto Culebra,Guanacaste,,,,,,,,
3406236,R,98455,,,1938-01-29,1938-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3036642,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Puerto Culebra,Guanacaste,,,,,,,,
3406240,R,98457,,,1938-01-29,1938-01-30,Squamata,Hydrophiidae,Pelamis,platurus,,3036642,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,Puerto Culebra,Guanacaste,,,,,,,,
3584044,R,138601,,Grace M. Tilger,1987-07-26,1987-07-26,Squamata,Hydrophiidae,Pelamis,platurus,,3057529,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,"Hotel Delfin, Playa Bajuco, nr Playa Esterillos",Puntarenas,,,,,,,,
5065434,R,160742,,Max A. Nickerson,1973-06-26,1973-06-26,Squamata,Hydrophiidae,Pelamis,platurus,,5004753,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,"Bahia de Culebra, near El Coco",Guanacaste,,,,,,,,
5163728,R,160150,,P. Starrett,1957,1957,Squamata,Hydrophiidae,Pelamis,platurus,,5011397,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,,,,,,,,,,
5163730,R,160151,,,,,Squamata,Hydrophiidae,Pelamis,platurus,,5011397,,,,,,,,,,,,,,,,,,North America,,Costa Rica,,,,,,,,,,,,,,,,
3344323,R,131495,,Chaim Kropack,1971-09-15,1971-09-15,Squamata,Hydrophiidae,Pelamis,platurus,,3027348,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Western Panama, Isla Jicarón",,,,,,,,,
3344365,R,131516,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344367,R,131517,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344369,R,131518,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344371,R,131519,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344373,R,131520,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344375,R,131521,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344377,R,131522,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344379,R,131523,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344381,R,131524,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3344383,R,131525,,Chaim Kropack,1969-09-18,1969-09-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027354,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,several miles north of Isla Pacheca,Bay of Panama,,,,,,,,
3380446,R,108704,,,1972-03-13,1972-03-13,Squamata,Hydrophiidae,Pelamis,platurus,,3032337,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Contadora,Pearl Ids,,,,,,,,
3380448,R,108705,,,1972-03-13,1972-03-13,Squamata,Hydrophiidae,Pelamis,platurus,,3032337,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Contadora,Pearl Ids,,,,,,,,
3380444,R,108703,,,1972-03-13,1972-03-13,Squamata,Hydrophiidae,Pelamis,platurus,,3032337,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Isla Contadora,Pearl Ids,,,,,,,,
3344317,R,131492,,Chaim Kropack,1970-01-18,1970-01-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027347,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, SE of Isla Taboga",[Panamá],,,,,,,,
3344319,R,131493,,Chaim Kropack,1970-01-18,1970-01-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027347,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, SE of Isla Taboga",[Panamá],,,,,,,,
3344321,R,131494,,Chaim Kropack,1970-01-18,1970-01-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027347,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, SE of Isla Taboga",[Panamá],,,,,,,,
3551375,R,22690,,John E. Thayer,1904,1904,Squamata,Hydrophiidae,Pelamis,platurus,,3054454,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,,,,,,,,,
3344413,R,131540,,Chaim Kropack,1969-09-22,1969-09-22,Squamata,Hydrophiidae,Pelamis,platurus,,3027357,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Balboa, Naos Beach",Bay of Panama,,,,,,,,
3344415,R,131541,,Chaim Kropack,1969-09-22,1969-09-22,Squamata,Hydrophiidae,Pelamis,platurus,,3027357,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Balboa, Naos Beach",Bay of Panama,,,,,,,,
3498514,R,57775,,Otis Barton,,,Squamata,Hydrophiidae,Pelamis,platurus,,3049754,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Pearl Is,,,,,,,,,
3344385,R,131526,,Chaim Kropack,1969-09-17,1969-09-17,Squamata,Hydrophiidae,Pelamis,platurus,,3027355,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,about 1 mile north of Isla Pacheca,Bay of Panama,,,,,,,,
3344387,R,131527,,Chaim Kropack,1969-09-17,1969-09-17,Squamata,Hydrophiidae,Pelamis,platurus,,3027355,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,about 1 mile north of Isla Pacheca,Bay of Panama,,,,,,,,
3344389,R,131528,,Chaim Kropack,1969-09-17,1969-09-17,Squamata,Hydrophiidae,Pelamis,platurus,,3027355,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,about 1 mile north of Isla Pacheca,Bay of Panama,,,,,,,,
3344391,R,131529,,Chaim Kropack,1969-09-17,1969-09-17,Squamata,Hydrophiidae,Pelamis,platurus,,3027355,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,about 1 mile north of Isla Pacheca,Bay of Panama,,,,,,,,
3344393,R,131530,,Chaim Kropack,1969-09-17,1969-09-17,Squamata,Hydrophiidae,Pelamis,platurus,,3027355,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,about 1 mile north of Isla Pacheca,Bay of Panama,,,,,,,,
3344395,R,131531,,Chaim Kropack,1969-09-17,1969-09-17,Squamata,Hydrophiidae,Pelamis,platurus,,3027355,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,about 1 mile north of Isla Pacheca,Bay of Panama,,,,,,,,
3344397,R,131532,,Chaim Kropack,1969-09-17,1969-09-17,Squamata,Hydrophiidae,Pelamis,platurus,,3027355,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,about 1 mile north of Isla Pacheca,Bay of Panama,,,,,,,,
3344347,R,131507,,Chaim Kropack,1970-02-18,1970-02-18,Squamata,Hydrophiidae,Pelamis,platurus,,3027350,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,canal anchorage near Islas Flamenco/Perico,Bay of Panama,,,,,,,,
3344351,R,131509,,Chaim Kropack,1970-06-14,1970-06-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027352,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, between Isla Pacheca and Balboa (about 5-7 mi from Isla Taboga)",[Panamá],,,,,,,,
3344353,R,131510,,Chaim Kropack,1970-06-14,1970-06-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027352,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, between Isla Pacheca and Balboa (about 5-7 mi from Isla Taboga)",[Panamá],,,,,,,,
3344355,R,131511,,Chaim Kropack,1970-06-14,1970-06-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027352,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, between Isla Pacheca and Balboa (about 5-7 mi from Isla Taboga)",[Panamá],,,,,,,,
3344357,R,131512,,Chaim Kropack,1970-06-14,1970-06-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027352,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, between Isla Pacheca and Balboa (about 5-7 mi from Isla Taboga)",[Panamá],,,,,,,,
3344359,R,131513,,Chaim Kropack,1970-06-14,1970-06-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027352,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, between Isla Pacheca and Balboa (about 5-7 mi from Isla Taboga)",[Panamá],,,,,,,,
3344361,R,131514,,Chaim Kropack,1970-06-14,1970-06-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027352,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,"Bay of Panama, between Isla Pacheca and Balboa (about 5-7 mi from Isla Taboga)",[Panamá],,,,,,,,
3344831,R,131749,,Chaim Kropack,,,Squamata,Hydrophiidae,Pelamis,platurus,,3027360,,,,,,,,,,,,,,,,,,North America,,[Panama?],,,,,,,No data - probably Bay of Panama,,,,,,,,,
3344349,R,131508,,Chaim Kropack,1970-05-14,1970-05-14,Squamata,Hydrophiidae,Pelamis,platurus,,3027351,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,halfway between Isla Pacheca and Balboa,Bay of Panama,,,,,,,,
3602812,R,81804,,Robert J. Menzies,1958-11-14,1958-11-14,Squamata,Hydrophiidae,Pelamis,platurus,,3060149,,,,,,,,,,,,,,Yes,Yes,,,North America,,Panama,,,,,,,from the surface off Panama,,,,,,,,,
3467427,R,90080,,Richard G. Zweifel,1962-06-07,1962-06-07,Squamata,Hydrophiidae,Pelamis,platurus,,3046123,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Nueva Gorgona,Panamá,,,,,,,,
3406250,R,98460,,,1938-03-19,1938-03-19,Squamata,Hydrophiidae,Pelamis,platurus,,3036645,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,Bahia Honda,Veraguas,,,,,,,,
3344763,R,131715,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344765,R,131716,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344767,R,131717,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344769,R,131718,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344771,R,131719,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344773,R,131720,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344775,R,131721,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344777,R,131722,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344779,R,131723,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344781,R,131724,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344783,R,131725,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344785,R,131726,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344787,R,131727,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344789,R,131728,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344791,R,131729,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344793,R,131730,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344795,R,131731,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344797,R,131732,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344799,R,131733,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344801,R,131734,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344803,R,131735,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344805,R,131736,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344827,R,131747,,Chaim Kropack,1971,1971,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344529,R,131598,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344531,R,131599,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344533,R,131600,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344535,R,131601,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344537,R,131602,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344539,R,131603,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344541,R,131604,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344543,R,131605,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344545,R,131606,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344559,R,131613,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344561,R,131614,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344563,R,131615,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344565,R,131616,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344567,R,131617,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344569,R,131618,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344571,R,131619,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
3344575,R,131621,,Chaim Kropack,1970,1970,Squamata,Hydrophiidae,Pelamis,platurus,,3027359,,,,,,,,,,,,,,,,,,North America,,Panama,,,,,,,,Bay of Panama,,,,,,,,
