PrepIRN	CatPrefix	CatNumber	CatSuffix	BioDateVisitedFrom	BioDateVisitedTo	ExpExpeditionName	BioParticipantString	ClaOrder	ClaFamily	ClaGenus	ClaSpecies	ClaSubspecies	LocContinent	LocCountry	LocDistrictCountyShire	LocIslandGrouping	LocIslandName	LocOcean	LocPreciseLocation	LocProvinceStateTerritory	LocSeaGulf	LocTownship	TerElevationFromMet	TerElevationToMet	TerVerbatimElevation	LatPreferredCentroidLatDec	LatPreferredCentroidLongDec
6054582	SKIN	220566		05 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Ramos Island	South Pacific		Isabel Province						-8.258898	160.187603
6054588	SKIN	220569		10 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		Gijunabena Islands		South Pacific		Isabel Province						-7.519189	158.688656
6054566	SKIN	220558		15 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6054592	SKIN	220571		27 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		New Georgia Islands	Kolombangara	South Pacific	Ariel Cove and inland	Western Province						-8.036804	156.957109
6054578	SKIN	220564		05 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Ramos Island	South Pacific		Isabel Province						-8.258898	160.187603
6054596	SKIN	220573		28 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		New Georgia Islands	Nusa Simbo Island (Narovo Island)	South Pacific	Simbo Harbour	Western Province						-8.27525	156.528231
6054598	SKIN	220574		04 Oct 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		New Georgia Islands	Ghizo Island	South Pacific		Western Province						-8.081004	156.79812
6054600	SKIN	220575		22 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6054602	SKIN	220576		29 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Choiseul	South Pacific	Choiseul Bay	Choiseul Province						-6.695653	156.407
6054604	SKIN	220577		21 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6054606	SKIN	220578		22 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Choiseul	South Pacific	Moli Passage	Choiseul Province						-6.829428	156.522884
6054608	SKIN	220579		29 Nov 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Redman Island	South Pacific		Choiseul Province						-6.725933	156.397513
6054610	SKIN	220580		09 Dec 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		Shortland Islands	Whitney Island	South Pacific		Western Province						-6.973738	155.52588
6054590	SKIN	220570		22 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		New Georgia Islands	Kolombangara	South Pacific	Ariel Cove and inland	Western Province						-8.036804	156.957109
6054584	SKIN	220567		15 Sep 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Ramos Island	South Pacific		Isabel Province							
6055782	SKIN	221178		11 May 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		Shortland Islands	Oema Island	South Pacific		Western Province						-6.686206	156.097532
6055780	SKIN	221177		11 May 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		Shortland Islands	Oema Island	South Pacific		Western Province						-6.686206	156.097532
6055778	SKIN	221176		11 May 1928		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		Shortland Islands	Oema Island	South Pacific		Western Province						-6.686206	156.097532
6062630	SKIN	224436		21 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		New Georgia Islands	New Georgia	South Pacific		Western Province							
6062628	SKIN	224435		20 Jul 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		New Georgia Islands	Vangunu Island	South Pacific	Emma Point	Western Province						-8.72792	158.068609
6063606	SKIN	226415		31 May 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Rennell Island	South Pacific	Kolugu Bay	Rennell and Bellona Province							
6062632	SKIN	224437		08 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands		New Georgia Islands	Tetepari	South Pacific	Tetepari Plantation	Western Province						-8.736192	157.551405
6068592	SKIN	227745		04 Jan 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Columbiformes	Columbidae	Caloenas	nicobarica		Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
2537496	SKIN	616577		26 Apr 1904			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2537500	SKIN	616579		12 May 1904			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			Bougainville	South Pacific		Autonomous Region of Bougainville							
2537450	SKIN	616554		14 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537452	SKIN	616555		09 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537522	SKIN	616590		13 Feb 1904			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Rendova	South Pacific		Western Province							
2537520	SKIN	616589		05 Feb 1904			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Rendova	South Pacific		Western Province							
2537506	SKIN	616582		10 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2537508	SKIN	616583		13 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2537510	SKIN	616584		14 Mar 1908			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Vella Lavella	South Pacific		Western Province							
2537444	SKIN	616551		22 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537504	SKIN	616581		10 Nov 1893			Ribbe	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific		Western Province							
2537438	SKIN	616548		27 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537512	SKIN	616585		14 Mar 1908			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Vella Lavella	South Pacific		Western Province							
2537440	SKIN	616549		21 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537442	SKIN	616550		13 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537518	SKIN	616588		30 Oct 1903			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Ghizo Island	South Pacific		Western Province							
2537516	SKIN	616587		30 Oct 1903			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Ghizo Island	South Pacific		Western Province							
2537524	SKIN	616591		24 Feb 1904			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Rendova	South Pacific		Western Province							
2537498	SKIN	616578		24 Dec 1907			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			Bougainville	South Pacific	Arawa (S of Arawa)	Autonomous Region of Bougainville							
2537502	SKIN	616580		10 Nov 1893			Ribbe	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		Shortland Islands	Fauro Island	South Pacific		Western Province							
2537514	SKIN	616586		28 Oct 1903			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands		New Georgia Islands	Ghizo Island	South Pacific		Western Province							
2537448	SKIN	616553		24 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537446	SKIN	616552		24 Jan 1925			A. F. Eichhorn	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537526	SKIN	616592		19 May 1901			A. S. Meek	Columbiformes	Columbidae	Caloenas	nicobarica	nicobarica	Oceania	Solomon Islands			Guadalcanal	South Pacific		Guadalcanal Province							
6048026	SKIN	216846		23 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Makira (San Cristobal)	South Pacific	Star Harbour	Makira-Ulawa Province						-10.796106	162.272562
6048030	SKIN	216848		14 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6048028	SKIN	216847		31 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Makira (San Cristobal)	South Pacific	Star Harbour	Makira-Ulawa Province						-10.796106	162.272562
6054562	SKIN	220555		11 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6062848	SKIN	224547		Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062850	SKIN	224548		14 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6068588	SKIN	227743		03 Jan 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
6068590	SKIN	227744		04 Jan 1930		Whitney South Sea Expedition	Coultas, Mayr, Eyerdam, Hamlin	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands			Owa Raha (Santa Ana)	South Pacific		Makira-Ulawa Province						-10.835247	162.452237
5772251	SKIN	329090		30 Sep 1926		Whitney South Sea Expedition	R. H. Beck	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Utupua	South Pacific		Temotu Province						-11.2636	166.529221
6054558	SKIN	220553		30 Sep 1926		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Utupua	South Pacific		Temotu Province						-11.2636	166.529221
5356648	SKIN	215354		30 Sep 1926		Whitney South Sea Expedition	R. H. Beck & Assts.	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Utupua	South Pacific		Temotu Province						-11.2636	166.529221
6045512	SKIN	213767		30 Sep 1926		Whitney South Sea Expedition	R. H. Beck & Ass'ts	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Utupua	South Pacific		Temotu Province						-11.2636	166.529221
5358806	SKIN	216851		28 Sep 1926		Whitney South Sea Expedition	R. H. Beck & Assts.	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Utupua	South Pacific		Temotu Province						-11.2636	166.529221
5358804	SKIN	216849		02 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Assts.	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Tinakula	South Pacific		Temotu Province							
5090096	SKIN	216850		04 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Assts.	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Tinakula	South Pacific		Temotu Province							
5359594	SKIN	220554		04 Mar 1927		Whitney South Sea Expedition	R. H. Beck & Assts.	Columbiformes	Columbidae	Gallicolumba			Oceania	Solomon Islands		Santa Cruz Islands	Tinakula	South Pacific		Temotu Province							
2537119	SKIN	616389		28 Jun 1887			C. M. Woodford	Columbiformes	Columbidae	Gallicolumba	jobiensis	chalconota	Oceania	Solomon Islands			Guadalcanal	South Pacific	Aola	Guadalcanal Province							
2536869	SKIN	616264		14 Mar 1925			A. F. Eichhorn	Columbiformes	Columbidae	Gallicolumba	beccarii	johannae	Oceania	Papua New Guinea			New Britain Island		Talasea								
2536875	SKIN	616267		09 Mar 1925			A. F. Eichhorn	Columbiformes	Columbidae	Gallicolumba	beccarii	johannae	Oceania	Papua New Guinea			New Britain Island		Talasea								
2536873	SKIN	616266		28 Apr 1925			A. F. Eichhorn	Columbiformes	Columbidae	Gallicolumba	beccarii	johannae	Oceania	Papua New Guinea			New Britain Island		Talasea								
2536871	SKIN	616265		02 Apr 1925			A. F. Eichhorn	Columbiformes	Columbidae	Gallicolumba	beccarii	johannae	Oceania	Papua New Guinea			New Britain Island		Talasea								
2536865	SKIN	616262		06 Mar 1925			A. F. Eichhorn	Columbiformes	Columbidae	Gallicolumba	beccarii	johannae	Oceania	Papua New Guinea			New Britain Island		Talasea								
2536867	SKIN	616263		13 Mar 1925			A. F. Eichhorn	Columbiformes	Columbidae	Gallicolumba	beccarii	johannae	Oceania	Papua New Guinea			New Britain Island		Talasea								
2537257	SKIN	616458		10 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Microgoura	meeki		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2537261	SKIN	616460		06 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Microgoura	meeki		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2537255	SKIN	616457		05 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Microgoura	meeki		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2537262	SKEL	24959		06 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Microgoura	meeki		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2537253	SKIN	616456		07 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Microgoura	meeki		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
2537259	SKIN	616459		07 Jan 1904			A. S. Meek	Columbiformes	Columbidae	Microgoura	meeki		Oceania	Solomon Islands			Choiseul	South Pacific		Choiseul Province							
5313205	SKIN	224486		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck, Assts. & H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062668	SKIN	224455		29 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	Nggatokae	South Pacific	Mount Mariu	Western Province			853		2800 feet	-8.792318	158.173924
6062666	SKIN	224454		29 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	Nggatokae	South Pacific	Mount Mariu	Western Province			853		2800 feet	-8.792318	158.173924
6062766	SKIN	224505		20 Jul 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	Vangunu Island	South Pacific	Emma Point	Western Province						-8.72792	158.068609
6062664	SKIN	224453		28 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	Nggatokae	South Pacific	Mount Mariu	Western Province			853		2800 feet	-8.792318	158.173924
6062720	SKIN	224481		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062736	SKIN	224490		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062708	SKIN	224475		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062710	SKIN	224476		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062712	SKIN	224477		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062714	SKIN	224478		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062704	SKIN	224473		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062718	SKIN	224480		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062702	SKIN	224472		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062722	SKIN	224482		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062724	SKIN	224483		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062728	SKIN	224485		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062730	SKIN	224487		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062732	SKIN	224488		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062734	SKIN	224489		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062716	SKIN	224479		27 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062688	SKIN	224465		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062670	SKIN	224456		29 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	Nggatokae	South Pacific	Mount Mariu	Western Province			853		2800 feet	-8.792318	158.173924
6062672	SKIN	224457		21 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		Nggella Islands (Florida Islands)	Tulagi Island	South Pacific		Central Province						-9.099582	160.147593
6062674	SKIN	224458		21 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		Nggella Islands (Florida Islands)	Tulagi Island	South Pacific		Central Province						-9.099582	160.147593
6062680	SKIN	224461		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062682	SKIN	224462		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062706	SKIN	224474		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062686	SKIN	224464		30 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062726	SKIN	224484		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062690	SKIN	224466		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062692	SKIN	224467		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062694	SKIN	224468		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062696	SKIN	224469		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062698	SKIN	224470		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062700	SKIN	224471		28 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062684	SKIN	224463		29 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands			Rennell Island	South Pacific	Kungava Bay	Rennell and Bellona Province						-11.687369	160.281956
6062660	SKIN	224451		08 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	New Georgia	South Pacific	Inland from Helingeri Inlet	Western Province						-8.232445	157.654475
6062748	SKIN	224496		12 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	New Georgia	South Pacific	Lingutu Entrance	Western Province						-8.286369	157.807499
6062752	SKIN	224498		19 Jun 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	New Georgia	South Pacific	Inland approx 5 miles up Kolo River	Western Province			366		1200 feet	-8.497769	157.843542
6062756	SKIN	224500		09 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	Rendova	South Pacific	Renard Cove	Western Province						-8.566308	157.360543
6062758	SKIN	224501		09 Aug 1928		Whitney South Sea Expedition	R. H. Beck & Assts, H. Hamlin	Columbiformes	Columbidae	Ptilinopus			Oceania	Solomon Islands		New Georgia Islands	Rendova	South Pacific	Renard Cove	Western Province						-8.566308	157.360543
